season,HT,plot,shdi,ReS,GrE,CrO,UcN,PuU,CoM,InS,Wa,prd,REI,RE,RN,RRatio,FDE,FDN,CoverageE,CoverageN,HeightE,HeightN,LeafSE,LeafSN,InDE,InDN,InNE,InNN,FlowerDE,FlowerDN,FruitLE,FruitLN,SeedE,SeedN,shapeReS,shapeGrE,shapeCrO,shapeUcN,shapePuU,shapeCoM,shapeInS,shapeWa,pdReS,pdGrE,pdCrO,pdUcN,pdPuU,pdCoM,pdInS,pdWa,areaReS,areaGrE,areaCrO,areaUcN,areaPuU,areaCoM,areaInS,areaWa,contigReS,contigGrE,contigCrO,contigUcN,contigPuU,contigCoM,contigInS,contigWa,CoverNbox,RNbox,HeightNbox,LeafSNbox,InDNbox,InNNbox,FlowerDNbox,FruitLNbox,SeedNbox
summer,FR,A13,1.671858377,3.686128146,46.37654296,15.41494795,41.94327557,67.16474268,2.57247459,87.63961428,8.730493931,2.924743925,0,0,5,0,0,0.083134155,0,167,0,0.384322034,0,11.89251208,0,11.88405797,0,127.9710145,0,3.789855072,0,2.072463768,0,3.469304348,1.600393102,1.781344216,1.576177763,1.428852869,1.821724548,1.683682257,1.579447085,2.223524057,0.731185981,8.774231774,1.827964953,3.290336915,2.193557944,0.365592991,3.290336915,2.559150934,73.07047696,111.3715408,108.5948174,199.9386061,189.0152693,NA,108.1252448,208.3913131,1.598917432,6.417643695,2.02283646,2.291767734,3.583751676,NA,1.337829501,1.225809332,31.8301139,2.190095388,-0.846663794,2.246122496,3.774835637,9.733092634,1.18840612,0.715621437,1.198665164
summer,FR,A14,1.687051157,0.890778121,60.19337273,22.87078253,50.81885562,71.49923573,0.775360485,54.40295313,10.04857057,2.94659399,1,1,5,0.166666667,0,0.142967975,15,141,0.44,0.579411765,18.66666667,25.45720721,11,15.89189189,100,214.3243243,1.2,3.189189189,1.5,2.27027027,0.5,10.46983784,1.698152559,1.733616353,1.635851195,1.417636426,1.578875158,1.603799397,1.513005587,2.078738143,0.368324249,6.998160727,1.841621244,4.051566737,2.209945493,0.736648498,3.683242488,2.94659399,NA,137.379401,123.684276,181.0137515,189.1496496,130.7306144,140.313817,191.0831124,NA,4.238727758,27.39461743,1.64536801,2.821247168,12.11376101,13.14957199,1.099337305,28.69305215,2.190095388,-0.508791571,2.851825439,4.447272151,11.68147825,1.049648188,0.803320349,2.190540741
summer,FR,A15,1.719708271,0.890778121,81.81590809,37.00817664,47.04516927,61.54690682,1.728370058,35.34529433,13.50169258,2.86859371,2,3,4,0.428571429,0.107001548,0.096361632,53,61,0.95,0.45,15.52380952,6.422222222,19,10.08333333,89,146.6666667,17.71428571,4.416666667,5.914285714,2.75,0.6113,0.835533333,1.698152559,1.849400924,1.924683681,1.478991121,1.481213665,1.588574924,1.582979438,1.834392801,0.358574214,6.454335849,1.075722641,4.302890566,2.510019497,0.358574214,3.585742138,3.944316352,NA,176.123832,150.5687365,179.5203,247.9020911,NA,127.7494665,160.5811471,NA,5.084675954,2.427880798,5.029334447,1.661527764,NA,2.937691634,33.23070298,16.98541072,1.804490662,-0.721068333,1.728028724,3.421412108,10.22315689,1.308022952,0.986443439,-0.180657128
summer,R,A16,1.607762095,15.58716987,76.38042486,26.76314281,21.62977158,14.31468139,2.57247459,116.6329587,9.968972204,2.818394006,0,0,5,0,0,0.150061364,0,66,0,0.530769231,0,395.1602564,0,6.5,0,12.5,0,12.25,0,17.66666667,0,0.67,1.559306911,1.935414193,1.554962699,1.534021034,1.548776566,1.683682257,1.600766673,2.973550002,1.761496254,8.102882768,5.636788012,2.466094755,2.113795505,0.352299251,2.818394006,1.761496254,134.3133683,128.8557275,127.1898842,115.3104645,123.7286387,NA,233.3613176,124.9872963,1.596552876,1.991583764,2.867898868,2.940165825,1.687862143,NA,1.492403696,3.573305891,17.86013663,2.190095388,-0.584017237,4.752382841,2.563297418,3.57076036,2.028431652,2.675039029,-0.405327805
summer,W,A17,1.611192538,15.19026346,76.25487652,25.63103691,23.51010216,14.39102346,2.57247459,116.0142623,9.995384391,2.821278127,3,4,13,0.235294118,0.168998301,0.176603673,50,329,0.625,0.600666667,89.63095238,25.26399177,12.03333333,13.28395062,37.5,163.2345679,6.55,3.149382716,14.2,5.464197531,54.62225714,14.4072125,1.561753778,1.937714477,1.556386098,1.522350218,1.554771769,1.683682257,1.689279331,2.963401766,1.763298829,8.111174616,5.642556254,2.468618361,2.115958595,0.352659766,2.468618361,1.763298829,132.1463645,127.52128,133.2446557,122.6443609,122.6842316,NA,214.0133637,125.2071076,1.587707709,1.994068288,9.621334492,2.964892878,1.675659638,NA,1.218702958,3.571711754,47.99752296,4.247365931,-0.477383772,2.845943075,4.025143245,10.62015747,1.039383842,1.628116782,2.465175373
summer,W,A18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.187137902,0,91,0,0.383076923,0,36.28803419,0,9.426470588,0,62.55882353,0,6.3875,0,5.306944444,0,0.615216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.87064651,3.834058512,-0.849193411,3.121595991,3.28180844,7.427421739,1.583534478,1.601273288,-0.492929544
summer,FR,A19,1.357977209,6.748132711,62.83820947,31.69607088,12.09859041,6.338562917,2.57247459,159.8197779,9.605714189,2.742378875,0,1,13,0.071428571,0,0.13771091,5,150,0.35,0.466896552,6.133333333,23.64354839,3,8.340983607,7,62.29508197,5,3.062295082,1.25,3.227868852,0.1795,2.488169388,1.551275587,1.921931684,1.587266305,1.501061893,1.509314831,1.683682257,1.619245517,2.829900888,1.713986797,8.912731343,5.14196039,2.742378875,1.713986797,0.342797359,2.056784156,1.713986797,71.80005334,133.5900571,131.7806993,139.4511318,108.1936179,NA,217.6404073,129.1576063,1.179115418,10.19031721,2.257825432,2.451595543,1.517675793,NA,1.693260294,3.626993494,29.80448022,4.247365931,-0.690974682,2.794609802,3.03583457,7.415045075,1.016386236,1.138153699,0.887068009
summer,FR,A20,1.393870987,8.769569495,64.79343488,31.1425004,12.27913398,7.179411151,2.57247459,154.8550105,9.603543324,2.747299181,0,2,5,0.285714286,0.177192149,0.092132583,36,165,1.666666667,0.608888889,77.77777777,36.16703704,15.16666667,18.93023256,400,275.3488372,10,2.68,12.16666667,2.104651163,9.2267,15.61047619,1.580697651,1.884193745,1.571895408,1.487491594,1.469755887,1.683682257,1.621462484,2.873077915,1.717061988,8.928722337,5.494598361,2.747299181,1.717061988,0.343412398,2.060474385,1.717061988,88.30213967,133.1761322,133.5644512,138.1808569,97.60332158,NA,216.5146197,127.3376711,1.331227123,7.971243982,8.623112671,2.465637458,1.659714724,NA,1.363954214,3.6003777,31.59645294,2.190095388,-0.465454537,3.119089802,4.883292468,12.72666168,0.905467473,0.730475879,2.533360062
summer,W,A21,1.476758646,14.21373618,72.16569117,36.24945945,10.63361859,6.89792237,2.57247459,136.230801,9.709553881,2.771299315,0,0,6,0,0,0.141967582,0,242,0,0.4,0,22.13152174,0,16.38636364,0,214.0909091,0,2.776086957,0,2.3125,0,8.22116087,1.544792424,1.974771503,1.581682728,1.565744799,1.558897695,1.683682257,1.609631056,2.863123966,1.732062072,9.353135188,5.196186216,3.117711729,2.078474486,0.346412414,2.078474486,1.732062072,138.2501921,123.454213,140.7521119,171.3153708,110.2972124,NA,212.9040956,127.3520536,1.528453242,1.845592281,2.276129492,2.621468238,1.845437214,NA,1.573995178,3.584289648,39.88463599,2.529324241,-0.815319154,2.743161624,4.52188308,11.67707968,0.935020132,0.821002233,1.979001587
summer,FR,A22,1.65385487,29.36202959,87.44351284,52.96945885,15.46451602,9.14693813,0,73.94471474,8.812624977,2.525764647,2,3,7,0.3,0.029541447,0.025835969,90,149,0.776315789,0.559090909,6.245614037,12.20576923,19.21052632,12.58974359,91.31578947,145,3.789473684,4.034615385,7.705263158,4.772435897,0.054147368,2.068080769,1.632526529,2.079222138,1.646369109,1.578291498,1.456410565,0,1.710522928,3.134498218,3.247411689,7.938117463,6.133999858,2.525764647,1.804117605,0,2.164941126,1.443294084,105.9544344,147.4285668,127.9207899,110.6199191,98.80346944,0,192.7646395,117.2109664,1.635748642,3.16269495,6.799660558,16.86759766,1.773518646,0,2.560348221,4.065430673,29.68239834,2.83428624,-0.539626765,2.267428201,3.903383086,10.18141254,1.237703378,1.50335376,0.711009366
summer,FR,A23,1.67505521,34.89990527,81.30864939,57.75042639,17.12776014,8.17692345,0,68.55626691,8.064762111,2.537291905,2,3,4,0.428571429,0.104809621,0.113749361,115,113,0.677777778,0.435,8.968253968,16.02185792,10.2,14.40983607,20.4,165.5409836,11.73809524,3.844262295,8.666666667,3.452459016,9.214228571,5.163262295,1.56495064,2.061605481,1.699175755,1.545368988,1.490659606,0,1.537150117,3.034198293,3.624702722,7.611875716,5.799524355,3.26223245,1.449881089,0,1.449881089,1.449881089,102.7649367,140.0291967,118.4718852,115.7047465,99.66460056,0,170.8918863,129.4794572,1.49570547,3.455261024,1.765484607,18.37188641,4.428735936,0,1.440458765,4.026885851,25.02793894,1.804490662,-0.748493054,2.487720081,4.21373008,10.67302618,1.199681588,1.201483883,1.563316262
summer,FR,A24,1.706276703,36.74803469,72.60746213,59.45202245,20.11884979,10.09343511,0,68.98284181,7.232597335,2.543278948,2,4,6,0.4,0.057456564,0.130777927,85,197,0.659862069,0.455288462,6.034482759,15.83656958,13.31481481,11.82524272,41.66666667,126.9902913,8.275862069,4.063106796,12.96551724,1.601941748,0.26857931,5.00261165,1.491691288,2.073531045,1.699358895,1.626388889,1.348975878,0,1.394372879,2.955909931,2.906604512,6.539860151,5.813209023,3.63325564,1.81662782,0,1.089976692,1.453302256,90.10288971,122.8547403,122.2211556,91.18982409,82.5042018,0,157.713847,150.015485,0.724715955,2.628057109,1.762919292,2.572172914,1.37931526,0,1.386311127,3.710884777,35.20442586,2.529324241,-0.711560701,2.478398626,3.763889872,9.705958307,1.243212725,0.465708702,1.534645427
summer,FR,A25,1.689878594,34.8203069,69.04869137,60.16949321,19.29971021,9.757312903,0,75.5153353,6.591106836,2.543586566,2,2,5,0.285714286,0.094974583,0.168604901,39,101,0.975,0.4375,37,24.53019608,13.75,15.34375,33,203.8125,7,5.985294118,8,4.823529412,3.2648,8.960411765,1.542257554,1.845835058,1.628255175,1.512334703,1.360707731,0,1.38240063,4.209584165,3.270325584,7.267390188,7.630759697,4.723803622,1.816847547,0,1.090108528,0.726739019,144.4826036,124.8212305,147.3106413,105.9204803,81.50095496,0,166.4916834,95.0192754,14.16171509,14.4763884,18.98188391,1.600751113,1.769862493,0,1.51289993,1.88072078,23.34147929,2.190095388,-0.743874175,2.823151732,4.362694316,11.47977004,1.536251526,1.513199732,2.054686584
summer,FR,A26,1.674158487,35.84459319,69.45898479,59.89632608,17.63176255,8.652342804,0,78.55599303,6.688433933,2.529555723,2,2,4,0.333333333,0.009051999,0.156619984,140,70,0.656382979,0.472222222,4.113475177,16.6551282,15.21276596,11.23076923,47.34042553,122.9230769,7.787234043,5.615384615,11.78297872,5.153846154,0.085909574,6.087307692,1.563775544,1.891294951,1.673767563,1.546436508,1.51978212,0,1.570587804,4.250361983,2.529555723,6.143206756,7.227302066,5.059111446,1.806825517,0,1.08409531,0.722730207,130.9551604,102.8029092,143.2652284,120.7551777,87.88933646,0,169.6811997,95.68269502,44.28236296,1.543461712,23.77375566,3.88807039,29.49492882,0,4.134415134,1.887804913,18.54003438,1.804490662,-0.681656605,2.518721475,3.6511196,9.591744204,1.489345795,1.574324299,1.711776274
summer,FR,A27,1.652294458,34.31956079,69.1973956,60.17202589,15.97864913,7.854911863,0,84.08771793,6.827731081,2.514024736,2,2,3,0.4,0.026418109,0.132975035,190,31,0.670689655,0.566666667,4.367816092,24.09722222,15.68965517,15,52.5862069,188.3333333,7.310344828,3.333333333,11.29655172,1.5,0.08212069,9.509666667,1.506762087,1.87514498,1.700965581,1.633098845,1.636582476,0,1.536695376,4.301004602,1.795731954,6.105488644,6.464635035,5.028049472,1.795731954,0,1.077439173,0.718292782,99.8333355,100.98075,131.521675,134.2547498,89.54806871,0,170.4111304,96.63372878,7.181663789,1.73561185,1.724758681,6.61232552,40.61627018,0,7.454236607,1.898107109,10.91047056,1.351527507,-0.528035701,2.809355666,4.308600624,11.16823718,1.085594911,0.401382694,2.106751923
summer,FR,A28,1.643666729,36.14417251,64.0046874,60.39128322,16.10817739,6.434080961,0,88.61722698,7.121159617,2.510573207,5,6,4,0.6,0.107456442,0.0255953,167,142,0.28452381,0.255952381,4.45,6.49047619,4.857142857,11.0308642,35.4047619,107.1604938,5.844444444,3.821428571,11.42,2.31547619,1.401007778,0.70957381,1.581101292,1.837602135,1.726525202,1.500363522,1.390195046,0,1.437484222,4.293049005,2.151919891,6.814412989,6.814412989,3.945186468,1.793266576,0,0.71730663,0.71730663,111.8705146,105.3606486,136.6219948,124.7090783,108.5850664,0,140.3277567,98.77813849,2.422792047,8.474086709,8.290479346,3.220273241,2.241272086,0,3.867465238,1.904748944,28.81798678,1.804490662,-1.147494683,1.737135118,3.612287399,9.120731644,1.194972456,0.822235569,-0.346646451
summer,FR,A29,1.654991301,39.27962466,62.81613901,60.450982,16.47650075,6.450000635,0,85.45898075,7.048073841,2.518164042,4,4,4,0.5,0.096799888,0.058862782,89,174,0.62,0.231089744,11.74166667,8.439393939,11.67,11.86363636,36.4,121.5909091,8.4,3.289772727,10.15,1.352272727,0.75776,2.593659091,1.550448667,1.810979143,1.672223719,1.500372869,1.404967537,0,1.856460769,4.21062134,2.158426322,6.835016685,7.554492126,4.676590364,1.798688601,0,0.719475441,0.719475441,110.5118251,105.2291436,146.9225706,140.8428513,108.1336611,0,141.0812715,100.0876089,2.096105837,24.44563859,32.3271583,30.54489255,2.255503245,0,11.89860914,2.060799075,32.63882237,1.804490662,-1.218249056,1.96086149,3.771039273,9.55372709,1.074927362,0.299521208,0.926331488
summer,FR,A30,1.664631663,47.35089937,52.38983799,60.9046927,17.05177988,7.904479939,0,87.75430829,6.002078899,2.505744625,1,3,5,0.375,0.088754116,0.055083201,97,162,0.222727273,0.231914894,5.179487179,6.443790849,5.907692308,10.60784314,66.46153846,128.0392157,5.661538462,3.794117647,3.4,1.333333333,2.751538462,1.897760784,1.355101743,1.793613974,1.716075222,1.495820047,1.407220695,0,1.258175109,6.985953616,2.147781107,7.159270356,6.443343321,3.579635178,1.431854071,0,0.357963518,0.357963518,91.86411599,91.04766893,129.6509113,117.7910928,64.46212452,0,NA,NA,0.932868627,10.41732051,8.737165587,1.773462103,0.735100018,0,NA,NA,31.24371885,2.190095388,-1.215812579,1.730917646,3.528508104,9.734973872,1.189296353,0.285622933,0.628517016
summer,W,A31,1.697677095,55.68303964,51.53126103,64.46708157,18.14444841,8.363255998,0,68.56024683,5.915244313,2.567256831,1,2,10,0.166666667,0.139192619,0.061108721,14,238,0.621666667,0.359594595,19.94444444,9.02965368,8.666666667,10.73376623,68.33333333,104.7012987,6.133333333,4.149350649,7.666666667,2.601298701,0.44,4.962892208,1.494231649,1.830521155,1.84895891,1.687260602,1.400536728,0,1.334784693,6.873140331,2.567256831,6.968268542,6.601517566,5.134513663,1.467003904,0,0.366750976,0.366750976,119.9267563,91.89066554,120.3167474,139.2990894,62.01793077,0,NA,NA,2.39307248,7.026030299,2.948567064,19.8573383,0.710902162,0,NA,NA,39.48434643,3.609300411,-0.898081938,2.017706261,3.553681058,9.042696761,1.259616842,0.933521658,1.527406266
summer,W,A32,1.687501797,56.01590555,50.38178821,62.45034832,16.90307565,8.496402362,0,75.02652895,5.974943091,2.54315191,0,0,3,0,0,0.091416278,0,205,0,1.2,0,23.23333333,0,4.5,0,28,0,4.9,0,12,0,28.644,1.607320589,1.799339852,1.752317598,1.504953554,1.393855069,0,1.305080592,6.892910166,2.54315191,6.539533482,7.629455729,3.633074157,1.453229663,0,0.363307416,0.363307416,117.1807133,85.66350772,141.0321386,119.6120005,62.05486206,0,NA,NA,4.262761306,2.677322304,41.08479506,13.09393179,0.710367515,0,NA,NA,36.06693706,1.351527507,0.186712006,2.781010988,1.931826184,5.301036998,1.387377952,2.336737086,3.038835964
summer,W,A33,1.69644146,56.46238004,50.02721365,65.06479296,18.25950424,8.194652178,0,68.42673866,5.928631312,2.570090847,1,1,8,0.111111111,0,0.157681323,6,269,0.65,0.65,4,24.63580247,15,11.78846154,45,124.0769231,8,4.037037037,12,5.972222222,0.0876,9.37002963,1.511107898,1.779674753,1.800609677,1.703241835,1.396694097,0,1.335339931,6.892598585,2.570090847,7.343116706,6.975960871,5.140181694,1.468623341,0,0.367155835,0.367155835,117.6300115,92.88424584,124.4770271,138.0561961,58.38053716,0,NA,NA,2.140450252,7.237541977,15.68489349,4.787851255,0.649281431,0,NA,NA,42.5172078,3.112687167,-0.407534322,2.826476836,3.757025914,9.62442679,1.238173424,1.709600237,2.093823476
summer,FR,A34,1.703304821,56.92368878,48.41172855,68.54939251,21.66631447,7.096556484,0,61.61094733,5.966259632,2.590434974,0,0,3,0,0,0.162628245,0,40,0,0.184285714,0,1.447619048,0,8,0,62.28571429,0,4.607142857,0,3.457142857,0,0.290285714,1.48120171,1.575856662,1.761129323,1.618665726,1.430554666,0,1.379668581,6.935417,3.330559252,9.621615617,7.771304921,5.180869947,1.480248556,0,0.740124278,0.370062139,141.3769556,113.715669,125.8978452,115.3824037,60.07890392,0,141.3848143,NA,4.608035133,49.96333608,4.836304878,9.981707899,0.475278585,0,27.24748765,NA,12.92347319,1.351527507,-1.368420954,0.364500131,2.954093421,7.414604763,1.340460665,1.202758143,-1.283943268
summer,FR,A35,1.689294578,61.75603345,43.50665992,67.97266614,21.89316982,5.665594881,0,63.62333885,6.198903959,2.586687597,1,1,7,0.125,0,0.147216691,24,144,0.1,0.326764706,3.375,8.368650793,1.1,11.875,32,122.8125,5,7.303571429,NA,5.633333333,0.29,3.107033333,1.331460327,1.613829534,1.761894253,1.482444771,1.523130537,0,1.426361104,6.882195811,3.325741196,9.607696788,8.499116389,5.173375193,1.478107198,0,1.108580399,0.3695268,127.776187,97.41578734,136.7343428,116.4797051,90.97417595,0,171.4770711,NA,20.75577238,9.24869538,3.872028013,28.81066655,2.149470375,0,4.912910178,NA,29.06675275,2.83428624,-0.970558388,1.953761772,3.773152314,9.588600221,1.679288148,1.656097932,1.095971772
