season,HT,plot,shdi,ReS,GrE,CrO,UcN,PuU,CoM,InS,Wa,prd,REI,RE,RN,RRatio,FDE,FDN,CoverageE,CoverageN,HeightE,HeightN,LeafSE,LeafSN,InDE,InDN,InNE,InNN,FlowerDE,FlowerDN,FruitLE,FruitLN,SeedE,SeedN,shapeReS,shapeGrE,shapeCrO,shapeUcN,shapePuU,shapeCoM,shapeInS,shapeWa,pdReS,pdGrE,pdCrO,pdUcN,pdPuU,pdCoM,pdInS,pdWa,areaReS,areaGrE,areaCrO,areaUcN,areaPuU,areaCoM,areaInS,areaWa,contigReS,contigGrE,contigCrO,contigUcN,contigPuU,contigCoM,contigInS,contigWa,CoverNbox,RNbox,HeightNbox,LeafSNbox,InDNbox,InNNbox,FlowerDNbox,FruitLNbox,SeedNbox
spring,FR,A24,1.6783743,1.268146756,53.34248576,18.19763459,49.71207647,69.40977852,1.332549074,70.01508795,10.0225202,2.927183251,0,0,7,0,0,0.147395509,0,127,0,0.44,0,23.41018519,0,12.14285714,0,101.3142857,0,3.127777778,0,2.819444444,0,6.704723077,1.626150152,1.668914449,1.67437468,1.456700608,1.703953146,1.649961938,1.591808754,2.081146735,0.731795813,7.683856033,2.195387438,4.02487697,1.463591625,0.731795813,3.658979063,2.927183251,57.25446633,97.13789447,88.38733037,186.0413615,155.174734,141.1909658,122.3688547,192.9718394,0.868083632,14.44211199,2.587456187,2.353304586,3.737777625,99.80522006,3.688441408,1.079283762,19.22672059,2.818932088,-0.775556753,2.625251745,3.069043931,4.123803654,1.207883008,0.979630364,1.701202996
spring,FR,A25,1.668373597,4.627197965,52.55192922,14.42177738,41.86512444,58.58584746,2.57247459,92.61234153,8.035817249,2.906211014,1,3,10,0.230769231,0.181046376,0.196951239,13,187,0.433333333,0.52875,3.31,24.37564103,4.833333333,12.04864865,22.66666667,115.1351351,3.825,7.285897436,10.5,7.276923077,1.01,46.36245641,1.471650195,1.711656309,1.491557906,1.491112525,1.556721439,1.683682257,1.510419699,2.912401637,1.816381884,9.08190942,1.816381884,3.632763768,1.816381884,0.363276377,3.269487391,1.453105507,116.085656,100.035062,110.4389888,212.9154063,164.3369054,NA,170.7010426,174.2621082,2.469750663,4.56527357,3.230288576,4.856312215,1.976111153,NA,1.125062146,1.861654816,23.57584433,3.58574348,-0.609641134,2.6528665,3.057437997,4.2249915,2.196867484,1.783001305,3.074628664
spring,R,A26,1.604150518,15.30351023,75.35939486,26.29857778,22.26547311,14.16452992,2.57247459,118.0027743,9.968248583,2.817546435,0,0,9,0,0,0.154235483,0,210,0,0.622702703,0,15.28026316,0,10.10526316,0,42.31578947,0,5.809210526,0,13.48947368,0,3.264815789,1.561497632,1.938113376,1.558901002,1.529899587,1.546624402,1.683682257,1.597830414,2.969211606,1.760966522,8.100446,5.635092869,2.46535313,2.113159826,0.352193304,2.817546435,1.760966522,132.7746744,126.5269913,129.2209071,117.7446586,124.76627,NA,234.0120083,124.982456,1.58956245,1.988525327,3.522401737,2.949247473,1.6792267,NA,1.535116301,3.572779026,25.04505691,3.348896652,-0.458321098,2.325428373,2.799146887,3.41540489,1.92371842,2.262683447,1.103043411
spring,R,A27,1.604082739,15.6114112,75.86918624,27.06851111,21.10261328,14.20288186,2.57247459,117.7003005,9.9620978,2.8160142,1,2,4,0.333333333,0.154384391,0.14260914,6,46,0.55,0.584375,7.204444443,40.109375,15.33333333,5.633333333,34.66666667,25.53333333,5.5,7.716666667,12,7.08,0.059433333,0.134693333,1.559848908,1.929997206,1.548902702,1.538060632,1.544221353,1.683682257,1.601908841,2.976050239,1.760008875,8.096040825,5.6320284,2.464012425,2.11201065,0.352001775,2.8160142,1.760008875,134.4425858,128.1423661,125.5450503,113.3615743,125.2327313,NA,235.1692123,124.924341,1.596920032,1.993809146,2.956272135,2.931741912,1.690982085,NA,1.79193593,3.573901624,11.00494499,1.797727874,-0.517507655,2.982403617,1.991428389,2.991162972,2.26713018,1.760914461,-2.266455709
spring,R,A28,1.573665786,15.30966101,71.63961831,27.79864524,18.93826125,13.36275725,2.57247459,126.1000994,9.914338778,2.800768824,0,2,12,0.142857143,0.103276282,0.194200716,6,217,0.143333333,0.513953488,2.937777778,43.91253333,6,12.41666667,8.666666667,84.33333333,13.16666667,4.214285714,18,5.071428571,0.1183,3.7065625,1.563696252,1.946168066,1.557002354,1.556163175,1.532647072,1.683682257,1.676325968,2.986453998,1.750480515,8.752402576,5.251441546,2.800768824,2.100576618,0.350096103,2.450672721,1.750480515,132.8085678,129.8802291,112.4220117,119.7183425,137.7496996,NA,226.8001249,124.5086003,1.588091786,21.40068731,2.190171299,8.329586031,1.976410097,NA,1.884439147,3.576851829,25.47541158,4.017430111,-0.635550104,3.040257272,3.102351498,3.977509146,1.547085927,1.486893819,1.212313512
spring,FR,A29,1.605413958,15.27854529,75.50158649,26.16543142,22.50426822,14.20215824,2.57247459,117.6579686,9.973313934,2.818332935,0,0,7,0,0,0.124623675,0,163,0,0.570967742,0,32.2734375,0,16.89655172,0,44.89655172,0,8.701612903,0,38.60322581,0,2.252470968,1.561561367,1.938072462,1.569788921,1.52819092,1.548928783,1.683682257,1.601148992,2.96907919,1.761458085,8.102707189,5.63666587,2.466041318,2.113749701,0.352291617,2.818332935,1.761458085,132.6368627,126.6579642,130.0077851,118.6752415,124.3390647,NA,233.335185,125.0211673,1.589142154,1.989689038,3.941003198,2.952766199,1.677720392,NA,1.471518947,3.572627211,21.93864731,2.818932088,-0.539001298,2.840994436,3.574890312,3.464423291,2.415378837,3.008456688,0.773718827
spring,R,A30,1.622020927,14.11894176,77.31317303,23.33643299,29.13698329,14.24883183,2.57247459,111.9359312,9.865856134,2.831571493,0,0,4,0,0,0.099069066,0,98,0,0.647777778,0,16.59259259,0,20.97222222,0,72.91666667,0,8.916666667,0,46.23611111,0,2.023361111,1.563506967,1.895764866,1.604817183,1.496638633,1.65601666,1.683682257,1.688636518,2.943007144,1.769732183,8.494714478,5.309196548,2.477625056,2.477625056,0.353946437,2.831571493,1.769732183,125.7769416,131.2227685,142.8184841,143.7154607,144.3283321,NA,212.0252965,128.2648078,1.563830559,21.3979566,9.869141993,3.009933407,3.152217437,NA,1.616804935,3.572946751,16.73353209,1.797727874,-0.421273448,2.384537773,3.920519328,3.860552804,2.445726506,3.127983747,0.675781484
spring,W,A31,1.359373991,6.790826382,62.36061925,30.56866851,12.41336578,6.926505421,2.57247459,160.5162636,9.56410595,2.742423092,1,1,11,0.083333333,0,0.153541743,5,162,0.8,1.654583333,6.666666667,31.71377778,20,23.40666667,100,287.04,3,9.993333333,6.9,3.673333333,0.047875,1.193910959,1.570749423,1.892407316,1.588480707,1.487792057,1.476804716,1.683682257,1.61188608,2.856155363,1.714014433,8.570072164,5.142043298,2.742423092,1.714014433,0.342802887,2.056817319,1.714014433,67.67302626,130.5787425,127.0070621,137.0810185,99.74933045,NA,217.5487783,128.0759835,1.180040674,2.301101508,2.712063809,2.472114061,1.61859402,NA,1.372861763,3.613039775,21.86779455,3.807875556,0.521723088,2.829452826,4.100810283,4.929319092,2.588414582,1.212279598,0.175363006
spring,W,A32,1.386106982,8.303919031,64.46382527,31.41277305,12.20930451,6.91167118,2.57247459,155.8239397,9.619462998,2.746145893,0,1,11,0.083333333,0,0.207652783,3,191,0.35,1.27779661,5.133333333,25.87661692,6,23.03731343,160,224.9402985,2,7.731343284,2,7.340298507,0.34,2.726019104,1.390356724,1.917645398,1.589022247,1.490416711,1.47802469,1.683682257,1.614838567,2.867073179,2.402877656,8.924974151,5.149023549,2.746145893,1.716341183,0.343268237,2.059609419,1.716341183,119.2375674,133.5746659,128.7016947,138.5759304,99.90026166,NA,216.7007524,127.8136544,68.32943511,12.93747772,2.27873567,2.459657512,1.618652542,NA,1.352791512,3.605162149,23.83784733,3.807875556,0.24939219,2.693453453,4.074501942,4.744493464,2.269461317,1.789968652,0.944850195
spring,FR,A33,1.32314322,5.2296129,60.29214707,30.27777265,12.40866224,6.41960853,2.57247459,165.7332131,9.239923498,2.738099909,0,0,8,0,0,0.074164622,0,217,0,0.387391304,0,32.53405797,0,5.788043478,0,27.02173913,0,5.956521739,0,7.858695652,0,5.542247826,1.569950674,1.837381981,1.592305998,1.493867564,1.504728845,1.683682257,1.619053585,2.846764143,1.711312443,8.898824704,5.133937329,2.738099909,1.711312443,0.342262489,2.053574932,1.711312443,53.237141,135.610659,129.0430282,136.9726451,106.7047483,NA,218.6837322,133.64848,1.011596068,22.04022186,3.120594768,2.470096822,1.526508806,NA,1.867120366,3.566507666,25.47541158,3.09454467,-0.88806408,2.846292835,2.02723152,3.039278193,1.95361525,1.84456816,1.54791792
spring,FR,A34,1.250534005,3.780198947,55.51733031,24.38857872,13.54293901,7.259009521,2.57247459,178.3712634,7.618287618,2.729908807,0,2,11,0.153846154,0.116945852,0.140988484,30,152,0.17,0.710434783,9.133333333,19.36623188,6,11.94565217,6,60.5,18,5.706521739,7,6.073913043,0.33,0.265726667,1.347899839,1.850157327,1.606917977,1.453260211,1.47797355,1.683682257,1.609618888,2.407047085,1.706193004,8.18972642,4.436101811,3.071147408,2.047431605,0.341238601,2.047431605,2.388670206,87.52824004,132.2157265,109.7223102,142.7235957,95.9877566,NA,220.3046826,190.2100994,55.91514189,18.87437608,2.222546235,2.359158006,1.808224152,NA,1.401150745,45.86287478,21.14637114,3.807875556,-0.333825466,2.493864583,3.044661881,3.70920694,1.902471428,1.636284594,-1.4364861
spring,R,A35,1.47697,14.20867083,72.26157103,36.31784168,10.6205934,6.886706237,2.57247459,136.1048908,9.706659394,2.771240268,0,0,4,0,0,0.051679173,0,143,0,2.091333333,0,37.95088889,0,28.7,0,375.7866667,0,11.68666667,0,1.864666667,0,0.174104,1.542509704,1.973187531,1.582093311,1.570911565,1.567681908,1.683682257,1.51475817,2.863703207,1.732025168,9.352935905,5.196075503,3.117645302,2.078430201,0.346405034,2.424835235,1.732025168,138.4455467,123.3334676,140.9561198,171.5512107,110.7543354,NA,230.9827694,127.3599054,1.529612968,1.845009734,2.276696025,2.572614722,1.946467065,NA,44.12859082,3.584989001,20.47567791,1.797727874,0.777252989,2.946765669,4.444023172,5.130960084,2.787011793,0.602209157,-1.944976476
spring,R,A36,1.536170341,12.65288451,81.65707316,45.27374373,12.36777762,8.615076295,1.709194087,114.6082656,9.166114101,2.796712599,0,0,7,0,0,0.171981171,0,156,0,0.817948718,0,24.37350427,0,11.46153846,0,101.5897436,0,7.076923077,0,6.95,0,1.051669231,1.500753483,2.018303843,1.629853204,1.546673438,1.457357796,1.326437647,1.664072973,2.851650537,1.747945374,8.739726871,6.292603347,2.796712599,1.747945374,0.349589075,1.747945374,1.747945374,154.4665792,133.9025952,148.7402682,137.2246363,96.40690434,NA,188.2395778,135.7126418,1.444573368,2.099774153,2.341577752,2.403854301,1.775834507,NA,1.099591832,6.003468941,21.43781766,2.818932088,-0.198155139,2.652806743,2.983341191,4.125958826,2.161424487,1.745956679,0.050226672
